,Exh. Idx,Selevminer Idx,Exh. metric,Selevminer metric,Abs. difference,Manhattan dist.
24,4,1,[0.04632486 0.59659091 0.71052632 0.71875    0.63157895],[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.04134509 0.18181818 0.07894737 0.125      0.15789474],0.5850053764532349
25,4,2,[0.04632486 0.59659091 0.71052632 0.71875    0.63157895],[0.05256769 0.33522727 0.39473684 0.4375     0.36842105],[0.00624283 0.26136364 0.31578947 0.28125    0.26315789],1.1278038394713061
26,4,5,[0.04632486 0.59659091 0.71052632 0.71875    0.63157895],[0.07528011 0.17613636 0.21052632 0.21875    0.21052632],[0.02895525 0.42045455 0.5        0.5        0.42105263],1.8704624300207637
27,4,3,[0.04632486 0.59659091 0.71052632 0.71875    0.63157895],[0.09150327 0.05681818 0.05263158 0.0625     0.07894737],[0.04517841 0.53977273 0.65789474 0.65625    0.55263158],2.4517274519785097
28,4,4,[0.04632486 0.59659091 0.71052632 0.71875    0.63157895],[0.26995798 0.02272727 0.02631579 0.03125    0.02631579],[0.22363312 0.57386364 0.68421053 0.6875     0.60526316],2.774470444709893
29,4,0,[0.04632486 0.59659091 0.71052632 0.71875    0.63157895],[0.41596639 0.00568182 0.         0.         0.        ],[0.36964153 0.59090909 0.71052632 0.71875    0.63157895],3.0214058815640605
30,5,1,[0.04794521 0.55113636 0.65789474 0.65625    0.57894737],[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.04296544 0.22727273 0.13157895 0.1875     0.21052632],0.7998434262244221
31,5,2,[0.04794521 0.55113636 0.65789474 0.65625    0.57894737],[0.05256769 0.33522727 0.39473684 0.4375     0.36842105],[0.00462249 0.21590909 0.26315789 0.21875    0.21052632],0.9129657897001191
32,5,5,[0.04794521 0.55113636 0.65789474 0.65625    0.57894737],[0.07528011 0.17613636 0.21052632 0.21875    0.21052632],[0.02733491 0.375      0.44736842 0.4375     0.36842105],1.6556243802495765
33,5,3,[0.04794521 0.55113636 0.65789474 0.65625    0.57894737],[0.09150327 0.05681818 0.05263158 0.0625     0.07894737],[0.04355806 0.49431818 0.60526316 0.59375    0.5       ],2.236889402207323
34,5,4,[0.04794521 0.55113636 0.65789474 0.65625    0.57894737],[0.26995798 0.02272727 0.02631579 0.03125    0.02631579],[0.22201278 0.52840909 0.63157895 0.625      0.55263158],2.559632394938706
35,5,0,[0.04794521 0.55113636 0.65789474 0.65625    0.57894737],[0.41596639 0.00568182 0.         0.         0.        ],[0.36802118 0.54545455 0.65789474 0.65625    0.57894737],2.806567831792873
36,6,3,[0.06554622 0.0625     0.05263158 0.09375    0.07894737],[0.09150327 0.05681818 0.05263158 0.0625     0.07894737],[0.02595705 0.00568182 0.         0.03125    0.        ],0.06288886766827942
37,6,4,[0.06554622 0.0625     0.05263158 0.09375    0.07894737],[0.26995798 0.02272727 0.02631579 0.03125    0.02631579],[0.20441176 0.03977273 0.02631579 0.0625     0.05263158],0.3856318603996622
38,6,5,[0.06554622 0.0625     0.05263158 0.09375    0.07894737],[0.07528011 0.17613636 0.21052632 0.21875    0.21052632],[0.00973389 0.11363636 0.15789474 0.125      0.13157895],0.5378439414043129
39,6,0,[0.06554622 0.0625     0.05263158 0.09375    0.07894737],[0.41596639 0.00568182 0.         0.         0.        ],[0.35042017 0.05681818 0.05263158 0.09375    0.07894737],0.6325672972538298
40,6,2,[0.06554622 0.0625     0.05263158 0.09375    0.07894737],[0.05256769 0.33522727 0.39473684 0.4375     0.36842105],[0.01297852 0.27272727 0.34210526 0.34375    0.28947368],1.2610347448389243
41,6,1,[0.06554622 0.0625     0.05263158 0.09375    0.07894737],[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.06056645 0.71590909 0.73684211 0.75       0.71052632],2.9738439607634657
42,7,1,[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0. 0. 0. 0. 0.],0.0
43,7,2,[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.05256769 0.33522727 0.39473684 0.4375     0.36842105],[0.04758792 0.44318182 0.39473684 0.40625    0.42105263],1.712809215924541
44,7,5,[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.07528011 0.17613636 0.21052632 0.21875    0.21052632],[0.07030034 0.60227273 0.57894737 0.625      0.57894737],2.4554678064739983
45,7,3,[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.09150327 0.05681818 0.05263158 0.0625     0.07894737],[0.0865235  0.72159091 0.73684211 0.78125    0.71052632],3.036732828431745
46,7,4,[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.26995798 0.02272727 0.02631579 0.03125    0.02631579],[0.26497821 0.75568182 0.76315789 0.8125     0.76315789],3.3594758211631275
47,7,0,[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.41596639 0.00568182 0.         0.         0.        ],[0.41098662 0.77272727 0.78947368 0.84375    0.78947368],3.606411258017295
48,8,1,[0.00165194 0.84090909 0.84210526 0.875      0.84210526],[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.00332783 0.0625     0.05263158 0.03125    0.05263158],0.20234098475197532
49,8,2,[0.00165194 0.84090909 0.84210526 0.875      0.84210526],[0.05256769 0.33522727 0.39473684 0.4375     0.36842105],[0.05091575 0.50568182 0.44736842 0.4375     0.47368421],1.9151502006765162
50,8,5,[0.00165194 0.84090909 0.84210526 0.875      0.84210526],[0.07528011 0.17613636 0.21052632 0.21875    0.21052632],[0.07362817 0.66477273 0.63157895 0.65625    0.63157895],2.657808791225974
51,8,3,[0.00165194 0.84090909 0.84210526 0.875      0.84210526],[0.09150327 0.05681818 0.05263158 0.0625     0.07894737],[0.08985133 0.78409091 0.78947368 0.8125     0.76315789],3.2390738131837202
52,8,4,[0.00165194 0.84090909 0.84210526 0.875      0.84210526],[0.26995798 0.02272727 0.02631579 0.03125    0.02631579],[0.26830604 0.81818182 0.81578947 0.84375    0.81578947],3.5618168059151034
53,8,0,[0.00165194 0.84090909 0.84210526 0.875      0.84210526],[0.41596639 0.00568182 0.         0.         0.        ],[0.41431444 0.83522727 0.84210526 0.875      0.84210526],3.8087522427692706
54,9,1,[0. 1. 1. 1. 1.],[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.00497977 0.22159091 0.21052632 0.15625    0.21052632],0.8038733103555085
55,9,2,[0. 1. 1. 1. 1.],[0.05256769 0.33522727 0.39473684 0.4375     0.36842105],[0.05256769 0.66477273 0.60526316 0.5625     0.63157895],2.516682526280049
56,9,5,[0. 1. 1. 1. 1.],[0.07528011 0.17613636 0.21052632 0.21875    0.21052632],[0.07528011 0.82386364 0.78947368 0.78125    0.78947368],3.259341116829507
57,9,3,[0. 1. 1. 1. 1.],[0.09150327 0.05681818 0.05263158 0.0625     0.07894737],[0.09150327 0.94318182 0.94736842 0.9375     0.92105263],3.8406061387872534
58,9,4,[0. 1. 1. 1. 1.],[0.26995798 0.02272727 0.02631579 0.03125    0.02631579],[0.26995798 0.97727273 0.97368421 0.96875    0.97368421],4.163349131518636
59,9,0,[0. 1. 1. 1. 1.],[0.41596639 0.00568182 0.         0.         0.        ],[0.41596639 0.99431818 1.         1.         1.        ],4.410284568372804
60,10,3,[0.12394958 0.03409091 0.02631579 0.0625     0.05263158],[0.09150327 0.05681818 0.05263158 0.0625     0.07894737],[0.03244631 0.02272727 0.02631579 0.         0.02631579],0.10780516353271771
61,10,4,[0.12394958 0.03409091 0.02631579 0.0625     0.05263158],[0.26995798 0.02272727 0.02631579 0.03125    0.02631579],[0.1460084  0.01136364 0.         0.03125    0.02631579],0.21493782919866508
62,10,0,[0.12394958 0.03409091 0.02631579 0.0625     0.05263158],[0.41596639 0.00568182 0.         0.         0.        ],[0.29201681 0.02840909 0.02631579 0.0625     0.05263158],0.4618732660528326
63,10,5,[0.12394958 0.03409091 0.02631579 0.0625     0.05263158],[0.07528011 0.17613636 0.21052632 0.21875    0.21052632],[0.04866947 0.14204545 0.18421053 0.15625    0.15789474],0.6890701854904642
64,10,2,[0.12394958 0.03409091 0.02631579 0.0625     0.05263158],[0.05256769 0.33522727 0.39473684 0.4375     0.36842105],[0.07138189 0.30113636 0.36842105 0.375      0.31578947],1.4317287760399218
65,10,1,[0.12394958 0.03409091 0.02631579 0.0625     0.05263158],[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.11896981 0.74431818 0.76315789 0.78125    0.73684211],3.1445379919644627
66,11,2,[0.06554622 0.30113636 0.36842105 0.34375    0.36842105],[0.05256769 0.33522727 0.39473684 0.4375     0.36842105],[0.01297852 0.03409091 0.02631579 0.09375    0.        ],0.16713522330782393
67,11,5,[0.06554622 0.30113636 0.36842105 0.34375    0.36842105],[0.07528011 0.17613636 0.21052632 0.21875    0.21052632],[0.00973389 0.125      0.15789474 0.125      0.15789474],0.5755233672416336
68,11,3,[0.06554622 0.30113636 0.36842105 0.34375    0.36842105],[0.09150327 0.05681818 0.05263158 0.0625     0.07894737],[0.02595705 0.24431818 0.31578947 0.28125    0.28947368],1.15678838919938
69,11,4,[0.06554622 0.30113636 0.36842105 0.34375    0.36842105],[0.26995798 0.02272727 0.02631579 0.03125    0.02631579],[0.20441176 0.27840909 0.34210526 0.3125     0.34210526],1.4795313819307627
70,11,0,[0.06554622 0.30113636 0.36842105 0.34375    0.36842105],[0.41596639 0.00568182 0.         0.         0.        ],[0.35042017 0.29545455 0.36842105 0.34375    0.36842105],1.7264668187849304
71,11,1,[0.06554622 0.30113636 0.36842105 0.34375    0.36842105],[0.00497977 0.77840909 0.78947368 0.84375    0.78947368],[0.06056645 0.47727273 0.42105263 0.5        0.42105263],1.879944439232365
