,Exh. Idx,Selevminer Idx,Exh. metric,Selevminer metric,Abs. difference,Manhattan dist.
19,4,1,[0.08071429 0.0472973  0.03125    0.07142857 0.0625    ],[0.06877551 0.44594595 0.5625     0.53571429 0.5625    ],[0.01193878 0.39864865 0.53125    0.46428571 0.5       ],1.906123138444567
20,5,0,[0.35       0.09459459 0.1875     0.07142857 0.0625    ],[0.17411765 0.16216216 0.25       0.17857143 0.1875    ],[0.17588235 0.06756757 0.0625     0.10714286 0.125     ],0.5380927776516011
21,5,3,[0.35       0.09459459 0.1875     0.07142857 0.0625    ],[0.155      0.16891892 0.25       0.17857143 0.1875    ],[0.195      0.07432432 0.0625     0.10714286 0.125     ],0.5639671814671814
22,5,2,[0.35       0.09459459 0.1875     0.07142857 0.0625    ],[0.07375    0.20945946 0.25       0.25       0.25      ],[0.27625    0.11486486 0.0625     0.17857143 0.1875    ],0.8196862934362934
23,5,1,[0.35       0.09459459 0.1875     0.07142857 0.0625    ],[0.06877551 0.44594595 0.5625     0.53571429 0.5625    ],[0.28122449 0.35135135 0.375      0.46428571 0.5       ],1.9718615554329841
24,6,3,[0.025      0.11486486 0.09375    0.14285714 0.125     ],[0.155      0.16891892 0.25       0.17857143 0.1875    ],[0.13       0.05405405 0.15625    0.03571429 0.0625    ],0.43851833976833976
25,6,0,[0.025      0.11486486 0.09375    0.14285714 0.125     ],[0.17411765 0.16216216 0.25       0.17857143 0.1875    ],[0.14911765 0.0472973  0.15625    0.03571429 0.0625    ],0.45087923007040664
26,6,2,[0.025      0.11486486 0.09375    0.14285714 0.125     ],[0.07375    0.20945946 0.25       0.25       0.25      ],[0.04875    0.09459459 0.15625    0.10714286 0.125     ],0.5317374517374518
27,6,1,[0.025      0.11486486 0.09375    0.14285714 0.125     ],[0.06877551 0.44594595 0.5625     0.53571429 0.5625    ],[0.04377551 0.33108108 0.46875    0.39285714 0.4375    ],1.6739637341423055
28,7,1,[0. 1. 1. 1. 1.],[0.06877551 0.44594595 0.5625     0.53571429 0.5625    ],[0.06877551 0.55405405 0.4375     0.46428571 0.4375    ],1.96211527854385
29,7,2,[0. 1. 1. 1. 1.],[0.07375    0.20945946 0.25       0.25       0.25      ],[0.07375    0.79054054 0.75       0.75       0.75      ],3.1142905405405408
30,7,3,[0. 1. 1. 1. 1.],[0.155      0.16891892 0.25       0.17857143 0.1875    ],[0.155      0.83108108 0.75       0.82142857 0.8125    ],3.3700096525096526
31,7,0,[0. 1. 1. 1. 1.],[0.17411765 0.16216216 0.25       0.17857143 0.1875    ],[0.17411765 0.83783784 0.75       0.82142857 0.8125    ],3.395884056325233
32,8,0,[0.26875    0.12162162 0.21875    0.10714286 0.0625    ],[0.17411765 0.16216216 0.25       0.17857143 0.1875    ],[0.09463235 0.04054054 0.03125    0.07142857 0.125     ],0.3628514649102884
33,8,3,[0.26875    0.12162162 0.21875    0.10714286 0.0625    ],[0.155      0.16891892 0.25       0.17857143 0.1875    ],[0.11375    0.0472973  0.03125    0.07142857 0.125     ],0.38872586872586873
34,8,2,[0.26875    0.12162162 0.21875    0.10714286 0.0625    ],[0.07375    0.20945946 0.25       0.25       0.25      ],[0.195      0.08783784 0.03125    0.14285714 0.1875    ],0.6444449806949807
35,8,1,[0.26875    0.12162162 0.21875    0.10714286 0.0625    ],[0.06877551 0.44594595 0.5625     0.53571429 0.5625    ],[0.19997449 0.32432432 0.34375    0.42857143 0.5       ],1.7966202426916713
36,9,0,[0.415      0.10135135 0.21875    0.03571429 0.03125   ],[0.17411765 0.16216216 0.25       0.17857143 0.1875    ],[0.24088235 0.06081081 0.03125    0.14285714 0.15625   ],0.6320503066091301
37,9,3,[0.415      0.10135135 0.21875    0.03571429 0.03125   ],[0.155      0.16891892 0.25       0.17857143 0.1875    ],[0.26       0.06756757 0.03125    0.14285714 0.15625   ],0.6579247104247103
38,9,2,[0.415      0.10135135 0.21875    0.03571429 0.03125   ],[0.07375    0.20945946 0.25       0.25       0.25      ],[0.34125    0.10810811 0.03125    0.21428571 0.21875   ],0.9136438223938224
39,9,1,[0.415      0.10135135 0.21875    0.03571429 0.03125   ],[0.06877551 0.44594595 0.5625     0.53571429 0.5625    ],[0.34622449 0.34459459 0.34375    0.5        0.53125   ],2.0658190843905126
